"id","estado","setor","insight","total_acidentes"
605,"DISTRITO FEDERAL","ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS"" no Distrito Federal revela que a maioria das lesões ocorre em homens, principalmente em decorrência de acidentes relacionados à mobilidade (motores, escadas etc.), o que sugere uma necessidade de atenção especial para a segurança dos trabalhadores durante suas rotas diárias. Além disso, é notável a ocorrência de doenças infecciosas e parasitárias, como malária, o que pode estar relacionado à exposição a agentes biológicos em contextos laborais específicos.",15
620,"DISTRITO FEDERAL","ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO","Com base nos dados, é possível observar que o setor de serviços de informação no Distrito Federal apresenta um risco significativo de lesões ao membro superior, especialmente às mãos e dedos, provavelmente decorrente da manipulação de ferramentas manuais sem uso de força motriz. Além disso, a falta de proteção adequada parece ser um fator contribuidor para esses acidentes.",1
621,"DISTRITO FEDERAL","ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTAO EMPRESARIAL","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTAO EMPRESARIAL"" no estado DISTRITO FEDERAL revela um padrão de risco relacionado ao transporte e mobilidade, com a presença de veículos motorizados (motocicleta e motoneta) como agentes causais. Isso sugere uma necessidade de fortalecimento da cultura de segurança no uso dos meios de transporte e a implementação de medidas preventivas para minimizar o risco de acidentes relacionados à mobilidade.",2
623,"DISTRITO FEDERAL","ATIVIDADES DE SERVICOS FINANCEIROS","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE SERVICOS FINANCEIROS"" no estado do Distrito Federal revela que os riscos mais elevados estão associados a lesões físicas, principalmente relacionadas ao uso inadequado de ferramentas manuais (faca e mobiliário) e ao trânsito (veículos rodoviários motorizados). Além disso, é notável a ocorrência frequente de lesões em membros superiores e inferiores, especialmente no joelho e braço.",10
646,"DISTRITO FEDERAL","ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO","A análise dos acidentes de trabalho no setor de Atividades dos Serviços de Tecnologia da Informação no Distrito Federal revela um padrão alarmante de lesões por fratura e luxação, com predominância de incidentes envolvendo veículos rodoviários motorizados e agentes mecânicos (arco elétrico, serras etc.). Além disso, é possível identificar uma concentração de acidentes em Brásilia, o que sugere a necessidade de implementação de medidas de prevenção e segurança específicas para esse local.",12
658,"DISTRITO FEDERAL","ATIVIDADES ESPORTIVAS E DE RECREACAO E LAZER","Com base nos dados, é possível identificar que o setor de Atividades Esportivas e Recreação e Lazer no Distrito Federal apresenta um padrão de lesões mais comuns relacionadas a quedas ou impactos, como fraturas e distensões, especialmente em membro superior e inferior. Além disso, há um risco significativo associado à participação em atividades esportivas em veículos motorizados e ao uso de equipamentos móveis, o que reforça a importância da segurança e do treinamento adequados para os praticantes.",6
664,"DISTRITO FEDERAL","ATIVIDADES IMOBILIARIAS","A análise dos acidentes de trabalho no setor ""ATIVIDADES IMOBILIARIAS"" no Distrito Federal revela que o maior risco é relacionado ao uso de veículos, como motocicletas e motoneatas, que podem levar a lesões graves, como fraturas. Além disso, também há um risko não tão óbvio de doenças decorrentes do estresse e ansiedade generalizada entre os trabalhadores da área.",2
666,"DISTRITO FEDERAL","ATIVIDADES JURIDICAS, DE CONTABILIDADE E DE AUDITORIA","A análise dos acidentes de trabalho no setor ""ATIVIDADES JURIDICAS, DE CONTABILIDADE E DE AUDITORIA"" no Distrito Federal sugere que os principais riscos envolvem lesões relacionadas a deslocamentos e movimentação (trajeto), como contusões e fraturas, frequentemente associados à falta de cuidado ou atenção em procedimentos rotineiros. Além disso, há uma preocupante tendência para acidentes causados por agentes externos, como veículos motorizados, o que destaca a necessidade de reforçar medidas de segurança e prevenção para reduzir essas ameaças.",5
671,"DISTRITO FEDERAL","ATIVIDADES VETERINARIAS","A análise dos acidentes de trabalho no setor ""ATIVIDADES VETERINARIAS"" no Distrito Federal revela um quadro preocupante, com predomínio de lesões relacionadas ao contato com animais vivos e movimentação em áreas externas. Além disso, observou-se uma tendência para lesões superficiais e ferimentos nos membros superiores, o que pode ser associado à natureza das atividades desenvolvidas nessa área profissional.",2
673,"DISTRITO FEDERAL","CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA","Baseado nos dados do setor de captura, tratamento e distribuição de água no Distrito Federal, é possível identificar que a lesão mais comum é a fratura, principalmente na parte inferior (PE) do corpo, o que pode indicar uma exposição ao risco de quedas ou impactos durante a realização das tarefas. Além disso, a ausência de óbitos entre os acidentados sugere que a maioria dos casos não é grave e pode ser tratada com sucesso.",1
674,"DISTRITO FEDERAL","COLETA, TRATAMENTO E DISPOSICAO DE RESIDUOS; RECUPERACAO DE MATERIAIS","A análise dos acidentes de trabalho no setor ""COLETA, TRATAMENTO E DISPOSICAO DE RESIDUOS; RECUPERACAO DE MATERIAIS"" no estado do Distrito Federal revela que os riscos mais comuns são relacionados à superfície utilizada para sustentar pessoas (chão) e a falta de atenção às condições de trabalho seguras, o que pode levar a lesões variadas, incluindo distensão toracal e contusões.",61
735,"DISTRITO FEDERAL","COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS","A análise dos acidentes de trabalho no setor de Comércio e Reparação de Veículos Automotivos e Motocicletas no Distrito Federal revela que os principais agentes envolvidos são veículos motorizados (motocicleta, motoneta e carro) e máquinas (britador e moinho), o que sugere uma alta exposição a riscos de trânsito e operação de equipamentos pesados. Além disso, a predominância de lesões na parte superior do corpo (branco, ombro e braço) e em membros inferiores (perna) indica uma possibilidade de quedas e colisões durante a realização das tarefas laborais.",22
757,"DISTRITO FEDERAL","COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","A análise dos acidentes de trabalho no setor ""Comércio por Atacado"" no Distrito Federal revela um padrão preocupante de lesões mais graves e freqüentes na extremidade superior do corpo, especialmente nos braços e mãos. Além disso, a presença de máquinas e ferramentas manuais sem força motriz como agentes causadores de lesões sugere um risco significativo para os trabalhadores que lidam com essas ferramentas.",60
1136,"DISTRITO FEDERAL","SERVICOS DE ARQUITETURA E ENGENHARIA; TESTES E ANALISES TECNICAS","A análise dos acidentes de trabalho no setor ""SERVICOS DE ARQUITETURA E ENGENHARIA; TESTES E ANALISES TECNICAS"" no estado DISTRITO FEDERAL revela que os trabalhadores masculinos são mais afetados por lesões, com predominância de lesões superficiais e lesões por exposição a agentes físicos (ferramentas manuais e edifícios).",6
1247,"DISTRITO FEDERAL","TRANSPORTE AEREO","A análise dos acidentes de trabalho no setor ""TRANSPORTE AEREO"" no estado DISTRITO FEDERAL revela que o principal agente de risco é a motocicleta e motoetê, responsável por quase 60% dos casos. Além disso, verifica-se uma tendência para lesões superficiais e traumáticos não especificados em diferentes regiões do corpo.",7
817,"DISTRITO FEDERAL","COMERCIO VAREJISTA","A análise dos acidentes de trabalho no setor de comércio varejista do Distrito Federal revela que o maior risco é o envolvimento com veículos rodoviários motorizados, tanto para homens quanto mulheres, sendo a lesão mais comum fratura. Além disso, a falta de atenção ao cuidado com as máquinas e ferramentas também é um fator importante, como demonstrado pela frequência de acidentes envolvendo serras, motocicletas e outros tipos de aparelhos manuais ou motorizados.",134
951,"DISTRITO FEDERAL","CONFECCAO DE ARTIGOS DO VESTUARIO E ACESSORIOS","A análise dos acidentes de trabalho no setor de confecção de artigos do vestuário e acessórios no Distrito Federal revela que os principais fatores envolvidos são equipamentos móveis ou fixados, como escadas e máquinas de costurar, que contribuem para lesões mais frequentemente em membros inferiores (perna) e superiores (mão). Além disso, a falta de habilidade e treinamento parece ser um fator crítico, levando a lesões graves e necessitando de intervenções médicas imediatas.",3
954,"DISTRITO FEDERAL","CONSTRUCAO DE EDIFICIOS","A análise dos acidentes de trabalho no setor de construção de edifícios no Distrito Federal revela um padrão de lesões relacionadas à manipulação de materiais e ferramentas manuais, o que sugere uma falta de treinamento ou uso inadequado destas ferramentas. Além disso, a presença de veículos rodoviários motorizados como agente causador de acidentes é um indicativo de risco não apenas para os trabalhadores da construção civil, mas também para pedestres e outros usuários da via pública.",32
986,"DISTRITO FEDERAL","CORREIO E OUTRAS ATIVIDADES DE ENTREGA","A análise dos acidentes de trabalho no setor ""Correio e outras atividades de entrega"" no Distrito Federal indica que a motocicleta/motoneta é o agente mais frequentemente associado a lesões, representando cerca de 60% das ocorrências. Além disso, os acidentes relacionados ao trânsito e ao ambiente de trabalho (piso de mina, chão) também são significativamente comuns nesse setor.",16
1002,"DISTRITO FEDERAL","EDUCACAO","A análise dos acidentes de trabalho no setor de educação no Distrito Federal revela que há uma concentração de lesões relacionadas a movimento e deslocamento, como luxações e distensões, principalmente envolvendo membros inferiores. Além disso, a falta de atenção às superfícies utilizadas para sustentação de pessoas (chão) e a utilização inadequada de mobiliário e acessórios (cadeira banco) também são fatores contribuintes para os acidentes.",37
1039,"DISTRITO FEDERAL","ELETRICIDADE, GAS E OUTRAS UTILIDADES","Os dados revelam que o setor de eletricidade, gas e outras utilidades no Distrito Federal apresenta um padrão de lesões mais frequentemente relacionadas à atividade manual ou ao uso de máquinas e ferramentas, com destaque para lesões craniocorticais e extremidades (braço e pé). Além disso, há uma maior frequência de acidentes envolvendo agentes mecânicos, como serras e telhados.",5
1044,"DISTRITO FEDERAL","EXTRACAO DE MINERAIS NAO METALICOS","A análise dos acidentes de trabalho no setor ""Extração de Minerais Não Metallicos"" no Distrito Federal revela que há um risco significativo de lesões imediatas envolvendo ferramentas manuais sem força motriz, como serras e serrotas. Além disso, nota-se uma frequência relativamente alta de acidentes em municípios da área metropolitana de Brasília, o que pode estar relacionado à concentração de indústrias e atividades econômicas nessa região.",1
1045,"DISTRITO FEDERAL","FABRICACAO DE BEBIDAS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE BEBIDAS"" no estado DISTRITO FEDERAL revela que a lesão mais comum é a queimadura, principalmente na parte do corpo não especificada. Isso sugere um risco significativo associado ao uso de líquidos quentes ou agressivos em processo produtivo, o que pode ser mitigado com a implementação de medidas de segurança adequadas e treinamento para os trabalhadores.",1
1046,"DISTRITO FEDERAL","FABRICACAO DE MOVEIS","Com base no conjunto de acidentes de trabalho no setor ""Fabricação de Móveis"" no Distrito Federal, é possível identificar um padrão preocupante: a lesão mais comum é relacionada ao uso de máquinas e ferramentas (como politriz, lixadora e esmeril), o que sugere uma vulnerabilidade à lesões por corte ou laceracão. Além disso, a falta de óbitos não significa ausência de riscos graves, pois os acidentes podem levar a sequelas permanentes ou incapacitação laboral.",1
1047,"DISTRITO FEDERAL","FABRICACAO DE PRODUTOS ALIMENTICIOS","A análise dos acidentes de trabalho no setor de fabricação de produtos alimentícios no Distrito Federal revela que os principais agentes envolvidos são ferramentas manuais (serras e serramentos) e transporte com força motriz, o que indica uma falta de atenção à segurança nas práticas laborais. Além disso, a lesão mais comum é a fratura ou contusão em membros inferiores, especialmente no dedo e joelho, sugerindo um padrão de risco associado ao contato com superfícies ou estruturas.",29
