SUBCAT,DESCRICAO
B871,Miiase das feridas
B872,Miiase ocular
B873,Miiase nasofaringea
B874,Miiase auricular
B878,Miiase de outras localizacoes
B879,Miiase nao especificada
B880,Outras acariases
B881,Tungiase infestacao pela pulga da areia
B882,Outras infestacoes por artropodos
B883,Hirudiniase externa
B888,Outras infestacoes especificadas
B889,Infestacao nao especificada
B89,Doenca parasitaria nao especificada
B900,Sequelas de tuberculose do sistema nervoso central
B901,Sequelas de tuberculose geniturinaria
B902,Sequelas de tuberculose ossea e das articulacoes
B908,Sequelas de tuberculose de outros orgaos
B909,Sequelas de tuberculose das vias respiratorias e de orgaos nao especificados
B91,Sequelas de poliomielite
B92,Sequelas de hanseniase lepra
B940,Sequelas de tracoma
B941,Sequelas de encefalite viral
B942,Sequelas de hepatite viral
B948,Sequelas de outras doencas infecciosas e parasitarias especificadas
B949,Sequelas de doenca infecciosa ou parasitaria nao especificada
B950,Estreptococo do grupo A como causa de doencas classificadas em outros capitulos
B951,Estreptococo do grupo B como causa de doencas classificadas em outros capitulos
B952,Estreptococo do grupo D como causa de doencas classificadas em outros capitulos
B953,Streptococcus pneumoniae como causa de doencas classificadas em outros capitulos
B954,Outros estreptococos como causa de doencas classificadas em outros capitulos
B955,Estreptococo nao especificado como causa de doencas classificadas em outros capitulos
B956,Staphylococcus aureus como causa de doencas classificadas em outros capitulos
B957,Outros estafilococos como causa de doencas classificadas em outros capitulos
B958,Estafilococo nao especificado como causa de doencas classificadas em outros capitulos
B960,Mycoplasma pneumoniae M pneumoniae como causa de doencas classificadas em outros capitulos
B961,Klebsiella pneumoniae M pneumoniae como causa de doencas classificadas em outros capitulos
B962,Escherichia coli E Coli como causa de doencas classificadas em outros capitulos
B963,Haemophilus influenzae H influenzae como causa de doencas classificadas em outros capitulos
B964,Proteus mirabilis morganii como causa de doencas classificadas em outros capitulos
B965,Pseudomonas aeruginosa mallei pseudomallei como causa de doencas classificadas em outros capitulos
B966,Bacillus fragilis B fragilis como causa de doencas classificadas em outros capitulos
B967,Clostridium perfringens C perfringens como causa de doencas classificadas em outros capitulos
B968,Outros agentes bacterianos especificados como causa de doencas classificadas em outros capitulos
B970,Adenovirus como causa de doencas classificadas em outros capitulos
B971,Enterovirus como causa de doencas classificadas em outros capitulos
B972,Coronavirus como causa de doencas classificadas em outros capitulos
B973,Retrovirus como causa de doencas classificadas em outros capitulos
B974,Virus sincicial respiratorio como causa de doencas classificadas em outros capitulos
B975,Reovirus como causa de doencas classificadas em outros capitulos
B976,Parvovirus como causa de doencas classificadas em outros capitulos
B977,Papilomavirus como causa de doencas classificadas em outros capitulos
B978,Outros agentes virais como causa de doencas classificadas em outros capitulos
B99,Doencas infecciosas outras e as nao especificadas
C000,Neoplasia maligna do labio superior externo
C001,Neoplasia maligna do labio inferior externo
C002,Neoplasia maligna do labio externo nao especificado
C003,Neoplasia maligna do labio superior face interna
C004,Neoplasia maligna do labio inferior face interna
C005,Neoplasia maligna do labio sem especificacao face interna
C006,Neoplasia maligna da comissura labial
C008,Neoplasia maligna do labio com lesao invasiva
C009,Neoplasia maligna do labio nao especificado
C01,Neoplasia maligna da base da lingua
C020,Neoplasia maligna da face dorsal da lingua
C021,Neoplasia maligna da borda da lingua
C022,Neoplasia maligna da face ventral da lingua
C023,Neoplasia maligna de dois tercos anteriores da lingua parte nao especificada
C024,Neoplasia maligna da amigdala lingual
C028,Neoplasia maligna da lingua com lesao invasiva
C029,Neoplasia maligna da lingua nao especificada
C030,Neoplasia maligna da gengiva superior
C031,Neoplasia maligna da gengiva inferior
C039,Neoplasia maligna da gengiva nao especificada
C040,Neoplasia maligna do assoalho anterior da boca
C041,Neoplasia maligna do assoalho lateral da boca
C048,Neoplasia maligna do assoalho da boca com lesao invasiva
C049,Neoplasia maligna do assoalho da boca nao especificado
C050,Neoplasia maligna do palato duro
C051,Neoplasia maligna do palato mole
C052,Neoplasia maligna da uvula
C058,Neoplasia maligna do palato com lesao invasiva
C059,Neoplasia maligna do palato nao especificado
C060,Neoplasia maligna da mucosa oral
C061,Neoplasia maligna do vestibulo da boca
C062,Neoplasia maligna da area retromolar
C068,Neoplasia maligna de outras partes e de partes nao especificadas da boca com lesao invasiva
C069,Neoplasia maligna da boca nao especificada
C07,Neoplasia maligna da glandula parotida
C080,Neoplasia maligna da glandula submandibular
C081,Neoplasia maligna da glandula sublingual
C088,Neoplasia maligna das glandulas salivares maiores com lesao invasiva
C089,Neoplasia maligna da glandula salivar maior nao especificada
C090,Neoplasia maligna da fossa amigdaliana
C091,Neoplasia maligna do pilar amigdaliano anterior posterior
C098,Neoplasia maligna da amigdala com lesao invasiva
C099,Neoplasia maligna da amigdala nao especificada
C100,Neoplasia maligna da valecula
C101,Neoplasia maligna da face anterior da epiglote
C102,Neoplasia maligna da parede lateral da orofaringe
C103,Neoplasia maligna da parede posterior da orofaringe
C104,Neoplasia maligna da fenda branquial
C108,Neoplasia maligna da orofaringe com lesao invasiva
C109,Neoplasia maligna da orofaringe nao especificada
C110,Neoplasia maligna da parede superior da nasofaringe
C111,Neoplasia maligna da parede posterior da nasofaringe
C112,Neoplasia maligna da parede lateral da nasofaringe
C113,Neoplasia maligna da parede anterior da nasofaringe
C118,Neoplasia maligna da nasofaringe com lesao invasiva
C119,Neoplasia maligna da nasofaringe nao especificada
C12,Neoplasia maligna do seio piriforme
C130,Neoplasia maligna da regiao poscricoidea
C131,Neoplasia maligna da prega ariepiglotica face hipofaringea
C132,Neoplasia maligna da parede posterior da hipofaringe
C138,Neoplasia maligna da hipofaringe com lesao invasiva
C139,Neoplasia maligna da hipofaringe nao especificada
C140,Neoplasia maligna da faringe nao especificada
C142,Neoplasia maligna do anel de Waldeyer
C148,Neoplasia maligna do labio cavidade oral e faringe com lesao invasiva
C150,Neoplasia maligna da porcao cervical do esofago esofago cervical
C151,Neoplasia maligna da porcao toracica do esofago esofago toracico
C152,Neoplasia maligna da porcao abdominal do esofago esofago abdominal
C153,Neoplasia maligna do terco superior do esofago
C154,Neoplasia maligna do terco medio do esofago
C155,Neoplasia maligna do terco inferior do esofago
C158,Neoplasia maligna do esofago com lesao invasiva
C159,Neoplasia maligna do esofago nao especificado
C160,Neoplasia maligna da cardia
C161,Neoplasia maligna do fundo do estomago
C162,Neoplasia maligna do corpo do estomago
C163,Neoplasia maligna do antro pilorico
C164,Neoplasia maligna do piloro
C165,Neoplasia maligna da pequena curvatura do estomago nao especificada
C166,Neoplasia maligna da grande curvatura do estomago nao especificada
C168,Neoplasia maligna do estomago com lesao invasiva
C169,Neoplasia maligna do estomago nao especificado
C170,Neoplasia maligna do duodeno
C171,Neoplasia maligna do jejuno
C172,Neoplasia maligna do ileo
C173,Neoplasia maligna do diverticulo de Meckel
C178,Neoplasia maligna do intestino delgado com lesao invasiva
C179,Neoplasia maligna do intestino delgado nao especificado
C180,Neoplasia maligna do ceco
C181,Neoplasia maligna do apendice vermiforme
C182,Neoplasia maligna do colon ascendente
C183,Neoplasia maligna da flexura angulo hepaticao
C184,Neoplasia maligna do colon transverso
C185,Neoplasia maligna da flexura angulo esplenicao
C186,Neoplasia maligna do colon descendente
C187,Neoplasia maligna do colon sigmoide
C188,Neoplasia maligna do colon com lesao invasiva
C189,Neoplasia maligna do colon nao especificado
C19,Neoplasia maligna da juncao retossigmoide
C20,Neoplasia maligna do reto
C210,Neoplasia maligna do anus nao especificado
C211,Neoplasia maligna do canal anal
C212,Neoplasia maligna da zona cloacogenica
C218,Neoplasia maligna do reto anus e do canal anal com lesao invasiva
C220,Carcinoma de celulas hepaticas
C221,Carcinoma de vias biliares intrahepaticas
C222,Hepatoblastoma
C223,Angiossarcoma do figado
C224,Outros sarcomas do figado
C227,Outros carcinomas especificados do figado
C229,Neoplasia maligna do figado nao especificada
C23,Neoplasia maligna da vesicula biliar
C240,Neoplasia maligna das vias biliares extrahepaticas
C241,Neoplasia maligna da ampola de Vater
C248,Neoplasia maligna das vias biliares com lesao invasiva
C249,Neoplasia maligna da via biliar nao especificada
C250,Neoplasia maligna da cabeca do pancreas
C251,Neoplasia maligna do corpo do pancreas
C252,Neoplasia maligna da cauda do pancreas
C253,Neoplasia maligna do canal pancreatico
C254,Neoplasia maligna do pancreas endocrino
C257,Neoplasia maligna de outras partes do pancreas
C258,Neoplasia maligna do pancreas com lesao invasiva
C259,Neoplasia maligna do pancreas nao especificado
C260,Neoplasia maligna do trato intestinal parte nao especificada
C261,Neoplasia maligna do baco
C268,Neoplasia maligna do aparelho digestivo com lesao invasiva
C269,Neoplasia maligna de localizacoes mal definidas dentro do aparelho digestivo
C300,Neoplasia maligna da cavidade nasal
C301,Neoplasia maligna do ouvido medio
C310,Neoplasia maligna do seio maxilar
C311,Neoplasia maligna do seio etmoidal
C312,Neoplasia maligna do seio frontal
C313,Neoplasia maligna do seio esfenoidal
C318,Neoplasia maligna dos seios da face com lesao invasiva
C319,Neoplasia maligna do seio da face nao especificado
C320,Neoplasia maligna da glote
C321,Neoplasia maligna da regiao supraglotica
C322,Neoplasia maligna da regiao subglotica
C323,Neoplasia maligna das cartilagens da laringe
C328,Neoplasia maligna da laringe com lesao invasiva
C329,Neoplasia maligna da laringe nao especificada
C33,Neoplasia maligna da traqueia
C340,Neoplasia maligna do bronquio principal
C341,Neoplasia maligna do lobo superior bronquio ou pulmao
C342,Neoplasia maligna do lobo medio bronquio ou pulmao
C343,Neoplasia maligna do lobo inferior bronquio ou pulmao
C348,Neoplasia maligna dos bronquios e dos pulmoes com lesao invasiva
C349,Neoplasia maligna dos bronquios ou pulmoes nao especificado
C37,Neoplasia maligna do timo
C380,Neoplasia maligna do coracao
C381,Neoplasia maligna do mediastino anterior
C382,Neoplasia maligna do mediastino posterior
C383,Neoplasia maligna do mediastino porcao nao especificada
C384,Neoplasia maligna da pleura
C388,Neoplasia maligna do coracao mediastino e pleura com lesao invasiva
C390,Neoplasia maligna do trato respiratorio superior porcao nao especificada
C398,Neoplasia maligna do aparelho respiratorio e dos orgaos intratoracicos com lesao invasiva
C399,Neoplasia maligna de localizacoes mal definidas do aparelho respiratorio
C400,Neoplasia maligna da omoplata escapula e ossos longos dos membros superiores
C401,Neoplasia maligna dos ossos curtos dos membros superiores
C402,Neoplasia maligna dos ossos longos dos membros inferiores
C403,Neoplasia maligna dos ossos curtos dos membros inferiores
C408,Neoplasia maligna dos ossos e cartilagens articulares dos membros com lesao invasiva
C409,Neoplasia maligna dos ossos e cartilagens articulares de membro nao especificado
C410,Neoplasia maligna dos ossos do cranio e da face
C411,Neoplasia maligna da mandibula
C412,Neoplasia maligna da coluna vertebral
C413,Neoplasia maligna das costelas esterno e clavicula
C414,Neoplasia maligna dos ossos da pelve sacro e coccix
C418,Neoplasia maligna dos ossos e das cartilagens articulares com lesao invasiva
C419,Neoplasia maligna dos ossos e cartilagens articulares nao especificados
C430,Melanoma maligno do labio
C431,Melanoma maligno da palpebra incluindo as comissuras palpebrais
C432,Melanoma maligno da orelha e do conduto auditivo externo
C433,Melanoma maligno de outras partes e partes nao especificadas da face
C434,Melanoma maligno do couro cabeludo e do pescoco
C435,Melanoma maligno do tronco
C436,Melanoma maligno do membro superior incluindo ombro
C437,Melanoma maligno do membro inferior incluindo quadril
C438,Melanoma maligno invasivo da pele
C439,Melanoma maligno de pele nao especificado
C440,Neoplasia maligna da pele do labio
C441,Neoplasia maligna da pele da palpebra incluindo o canto
C442,Neoplasia maligna da pele da orelha e do conduto auditivo externo
C443,Neoplasia maligna da pele de outras partes e de partes nao especificadas da face
C444,Neoplasia maligna da pele do couro cabeludo e do pescoco
C445,Neoplasia maligna da pele do tronco
C446,Neoplasia maligna da pele do membro superior incluindo ombro
C447,Neoplasia maligna da pele do membro inferior incluindo quadril
C448,Neoplasia maligna da pele com lesao invasiva
C449,Neoplasia maligna da pele nao especificada
C450,Mesotelioma da pleura
C451,Mesotelioma do peritonio
C452,Mesotelioma do pericardio
C457,Mesotelioma de outras localizacoes
C459,Mesotelioma nao especificado
C460,Sarcoma de Kaposi da pele
C461,Sarcoma de Kaposi de tecidos moles
C462,Sarcoma de Kaposi do palato
C463,Sarcoma de Kaposi dos ganglios linfaticos
C467,Sarcoma de Kaposi de outras localizacoes
C468,Sarcoma de Kaposi de multiplos orgaos
C469,Sarcoma de Kaposi nao especificado
C470,Neoplasia maligna dos nervos perifericos da cabeca face e pescoco
C471,Neoplasia maligna dos nervos perifericos dos membros superiores incluindo ombro
C472,Neoplasia maligna dos nervos perifericos dos membros inferiores incluindo quadril
C473,Neoplasia maligna dos nervos perifericos do torax
C474,Neoplasia maligna dos nervos perifericos do abdome
C475,Neoplasia maligna dos nervos perifericos da pelve
C476,Neoplasia maligna dos nervos perifericos do tronco
C478,Neoplasia maligna dos nervos perifericos e do sistema nervoso autonomo com lesao invasiva
C479,Neoplasia maligna dos nervos perifericos e sistema nervoso autonomo nao especificados
C480,Neoplasia maligna do retroperitonio
C481,Neoplasia maligna de partes especificadas do peritonio
C482,Neoplasia maligna do peritonio
C488,Neoplasia maligna dos tecidos moles do retroperitonio e do peritonio com lesao invasiva
C490,Neoplasia maligna do tecido conjuntivo e tecidos moles da cabeca face e pescoco
C491,Neoplasia maligna do tecido conjuntivo e tecidos moles dos membros superiores incluindo ombro
